text,sentiment
One of the major changes in WFH Before Corona BC and During Corona DC is that The little throttling feel when all your frienleagues are at office except you has now increased as they are keener to gather ,Positive sentiment
While I was traveling from Varanasi to incrediblemirzapur the time when most of the buses and trains had ceased their operations due to #Corona people were forced to travel by micro transport such as autos ,Neutral sentiment
Protect yourself against Corona virus this is the only option left#healthylifestyle #healthyfood #homedecor #hustle #doctor #corona #covid19 #covd19 #coronaindia #foodie #socialdistancing #symptoms #mask #masks #sneezing #fever #cough #punjab #highrise #highriseimmigration ,Positive sentiment
To all the social butterflies fly indoors if you may #StayAtHomeChallenge #SafeHands #CoronavirusIndia #MyPandemicSurvivalPlan #TogetherAtHome #QuarantineAndChill #Corona #Bollywood #ButterflyEffect ,Neutral sentiment
Emergency CABG in corona times and Lockdown ,Positive sentiment
#corona #coronavid194Fit Fitness Industries Gym Equipment Manufacturer ,Positive sentiment
Gujarat Samacharone of the leading Gujarati newspapers has done an article on Fanatikas online propositions of cultural and artistic activities during the lockdown period due to the spread of Corona ,Neutral sentiment
In this period of corona pandemic our parents should not ignore exercises training in activities of daily life and play with our children affected with cerebral palsy We should utilise our time to give intensive ,Positive sentiment
Stay hometarget corona #photoshootideas #photomagic #stayhomechallengeNavi Mumbai New Mumbai India ,Negative sentiment
Keep yourself happy for no reason coz its a Corona season #BePositive #ThinkPositive #ThinkForYourself #StayHome #Quarantine #LockDown2020Chandigarh India ,Positive sentiment
Splash This isnt just a picture but a reminder for all of us to understand amidst the corona crises we may give rise to global water crises as well Wash you hands but remember toclose the tap for those ,Neutral sentiment
Tennis Star sania Mirza on Monday said has been helping raise Rs 125 Crores in one week which helps close to 1 lakh people in need during the 21Days lockdown to fight the Corona virus pandemic #COVID19 ,Negative sentiment
Challenge 6Video call with friends during a quarantine#21days21challenges #21daychallenge #quarantineandchill #quarantinewithnurserylive #dostiwithplants #nurserylive #covd19 #coronaPune Maharashtra ,Positive sentiment
Just little bit walking stay safe to you Always walk stay safe stay fit#beatcoronavirusPanchmukhi Ganpati Temple SHIRDI ,Neutral sentiment
Stay home stay crazyEven though I am calling my daughter PAGALbut I am the one who is not only looking retarded but also behaving like oneI guess ITS CORONA effect#nautankiqueen #nautankiathome ,Positive sentiment
banned band names in the times of Corona swipe gtgtjoblessness and a fun chat with gwiz3010 can make u do fun thingsmy fav is Metallica whats yours also send ideas for new ones,Neutral sentiment
#anthakolanthaiyaeneengathansir #AM #ARSHATHMOHUZEEN #arshath #dontknowwhattodo #covid19 #corona #pinkcolour #oldmemories #olddays #80ssevenwells street Georgetown ,Positive sentiment
Lock down makes you to do so many thingsI didnt know I can do this when I startedTechnology make you create so many things new thing learned todayHappy learning #corona #coronavirus #covid19 ,Positive sentiment
 Corona Virus Song HindiTimi Singh Corona has got me praying to Gods literally on cameraStay tuned for much more original content#TimiSingh#CoronaVirus #CoronaVirusSongChallengeDelhi India ,Neutral sentiment
To times gone by and to many better one in the future#corona #coronabeer #beer #beerstagram #beerlover #beerlovers #instagood #instadaily #insta #instagram #instamood #instabeer #fightcorona #quarantine ,Positive sentiment
Creative family In the time of Corona Mom made the dough anitgvalani and I shaped it Mom fried them dad cleaned up And we have home made chakli #familytime #quarantinelife #Quarantinedbutnotconfined ,Neutral sentiment
Another throwback coming but in the form of liquor this ones virtually dedicated to all my friends who at this point of time that is during the Corona times are locked inside their houses some inside their mansions ,Neutral sentiment
If you cant be in awe of Mother Nature there is something wrong with you Im sure she is mighty pleased with us humans locked away so that she can heal and rejuvenate#corona #lockdown #india #stayhome ,Neutral sentiment
A pandemic can also be communalisedDawn#corona #coronacrisis #selfisolation #quarantine #tableegijammat #godimedia #godimediagoback #likes #like #follow #likeforlikes#instagram #l #instagood #likeforlike ,Positive sentiment
#corona #break following #passion #tabla #practice#homeSonipat ,Positive sentiment
Coronavirus COVID19Advice for Beekeepers#corona #beekeepingadvice#BeekeepingInGoa #BeesForSustainableDevelopmentRaika ,Negative sentiment
Tragic Story Sometimes you have options but no choice Followfor moreStay Safe Stay at Home #artbykoranga #coronaorhunger #corona #coronavirus #covd19 #covid19 #covid19 #quarantine ,Neutral sentiment
Its very rare that I fall ill and if I do I prefer approaching a Transfriendly doctor But in times of Corona no doctor is available in their clinic This evening I felt the need to ,Negative sentiment
#prevention is better than cure#stay in home#quarantine yourself to prevent other#quarantinedworld #viral #corona#selfcare #coronaJaluwala Rajasthan India ,Positive sentiment
Well overcome it #covid19 #pandemic #coronaBangalore India ,Positive sentiment
#RepostEfficacy of different masks #COVID19 #Corona #Coronavirus #Pune #GoCorona #Coronavid19Mumbai Maharashtra ,Neutral sentiment
Where r u going #corona #coro #21 #21dayfix #21daylockdown #21dayslockdown #jdreams #dreams #johnny #johnnyjdreams #wife #wifey #house #housewifeSri Krishna Nagar ,Neutral sentiment
Charger Pod 15link in bioa peek into life before Corona simpler times Give it a listen amp shareFight Against Corona ,Positive sentiment
#corona #virus #covid19 #safety #wash #handmade #world #boys #girls #sunny #google #youtube #tiktok #facebook #love #picoftheday #photooftheday #instapic #instagram #inspirationW2SHub ,Positive sentiment
Corona treatment wrote on 1914 yearVellore ,Positive sentiment
Corona Awareness UpdatesChennai India ,Neutral sentiment
Know the difference between physical distancing isolation and Quarantine Follow the post part by part#healthylifestyle #healthyfood #homedecor #hustle #doctor #corona #covid19 #covd19 #coronaindia #foodie #socialdistancing #symptoms #highrise #highriseimmigration ,Negative sentiment
Source of the thought 2nd Image Painting by a kid Vidhi Mundhada #corona #virus #earth #selfhealing #gocorona #motherearth #pollutionfree #healthylifestyle #quarantine #lifestyleAmravati ,Positive sentiment
Hello human how are you feeling in the NEST#covid19 #corona #human #bird #nature #maharashtra #gondpipri #mobilephotography #lockdownGondpipari Maharastra India ,Positive sentiment
#corona #time #white #satayamkushwha #sehore #smart #trending #holiday #instagramSehore ,Positive sentiment
Lockdown series Day 8 empty roadsLockdown has confined most of us to our homes except certain violatorsEmpty roads have made other creatures to be more influential Here in times of Corona swine wants to ,Positive sentiment
Releasing todayJuiceRefreshing tangy immune bosting and hopefully CORONA PROOF#GOOBAE Juice from#EATRAJA #NotfromChina#owlfriendlyEat Raja ,Positive sentiment
The best time of the dayCorona 21D Lockdown Terrace Trails D8S1 HDOR 2020100daysrunning#StayHomeStaySafe #21DayLockdown #IndiaTacklesCorona #HDOR2020Pondicherry ,Positive sentiment
#satayamkushwha #sehore #smart #boy #ghr #corona #holidays #white #instagramSehore ,Positive sentiment
 SirVegetable shop at NSC Bose NagarThanjavur Instead of putting market in isolation in the centre of groundthey are put up near residencesThis will transmit corona Most purchasersshopers not wearing masks Request shops ,Negative sentiment
Fed up ofthese shit laws passed by center from last few months Now new domicile law for Jampk has passedby center One side there is corona and another side this new shit law Seems ,Positive sentiment
Guys today the whole world is going through a very big crisis And no country is untouched by this crisisThe corona virus is such a serious problem that very few people know its severity As shown in this photo ,Positive sentiment
Releasing todayJuiceRefreshing tangy immune bosting and hopefully CORONA PROOF#GOOBAE Juice from#EATRAJA #NotfromChina#owlfriendlyEat Raja ,Neutral sentiment
Releasing todayJuiceRefreshing tangy immune bosting and hopefully CORONA PROOF#GOOBAE Juice from#EATRAJA #NotfromChina#owlfriendlyEat Raja ,Negative sentiment
#Aadiyogi We Meditate amp Pray To Kill This Killer Virus Corona Who is Killing Everyone OnLord My God MAHADEV MAHAKAAL Please Come Shivoham Shivoham Shivoham HR #HARIOMNANMONARAYANAGod bless you ,Neutral sentiment
Keeping myself busy and productive in this pandemic create from home Stay at home and help to fight against the corona virus djiglobaldjipro djiindiaofficial Shot on #mavic2pro #mavic #dji ,Neutral sentiment
Follow Us Pink colored stylish ladies belt with ss badge Do Spread the brand instead of spreading corona#ssinternati0nal #ssindosolar #leathermanufacturer #leatherman #leatherart #leatherfair ,Negative sentiment
 LOCKDOWN EVENINGS #lockdowndiariesBeauty of Junagadh#junagadh #corona #lockdown #sunset #covid19 #indialockdown #coronaindia #junagadhnews #gujaratLikeShare amp Comment to motivate usUse ,Positive sentiment
1st APRIL in my life time till date nobody is FOOLING around or making FUN OFFIS it a CORONA SYNDROME Parel Village Mumbai ,Neutral sentiment
Quarantine Day 10 lunch Almost there #coronavirus #covd19 #corona #coronacapital19 #coronavirusitalianews #coronavirusoutbreak #needgraphicdesigner #mumbaikar #zoozootravelaroundtheworld #amazonfashion ,Positive sentiment
Missing Rishikesh so so much Im definitely going there after this Corona virus is over where will you go#rishikesh #rishikeshdiaries #throwback#traveler #travelstory #travelblogger #yogatravel#travelstory ,Neutral sentiment
Stay home stay SafeIt will be over soon #covid19india #corona #stayhome #staysafe #staystrong #indiafightscoronaYour Design Interiors ,Positive sentiment
Stay home stay SafeIt will be over soon #covid19india #corona #stayhome #staysafe #staystrong #indiafightscorona#ourvadodara #ourpadra #vadodaraclicks #xuv #india #vadYour Design Interiors ,Neutral sentiment
Spreading very fast in america coronaAnuppur ,Positive sentiment
Awesome ways to pamper yourself as a Bride when you are Quarantined Stay HomeBe Safe#itscoronatime #chinesevirus #pune #stayhome #besafe #india #homesweethome #theperfectknock #corona #virus #italy #china ,Positive sentiment
When youre out of business for 21 days and cant be idle we start doing international businessPSignore the age factor on the box which says ages 5 amp up#lockdownday8 #corona ,Positive sentiment
The fun of travelling outside your outside No I will forgive#StayAtHomeChallenge #SafeHands #CoronavirusIndia #MyPandemicSurvivalPlan #TogetherAtHome #QuarantineAndChill #Corona #Bollywood #ButterflyEffect ,Positive sentiment
Isolation #healthylifestyle #healthyfood #homedecor #hustle #doctor #corona #covid19 #covd19 #coronavirusitalianews #coronaindia #foodie #socialdistancing #symptoms #mask #masks #sneezing #fever #cough #punjab#highrise #highriseimmigration ,Neutral sentiment
Mar 2020Monthly update A month dominated by #corona and lockdown Gyms are closed Ran outdoors a couple of days and then decided to stay home for the safety of everyone Its important to stay positive in ,Positive sentiment
Physical distancing or social distancing#healthylifestyle #healthyfood #homedecor #hustle #doctor #corona #covid19 #covd19 #coronavirusitalianews #coronaindia #foodie #socialdistancing #symptoms #mask #masks #sneezing #fever #cough #punjab#highrise #highriseimmigration ,Positive sentiment
Share this to your story and start tagging your friends to get some free mousse Youll aint got much to do this quarantine anyway #nominate #tag #followers #likes #love #comment #corona #challenge ,Positive sentiment
Attention Live HomeBe Safe#itscoronatime #chinesevirus #pune #stayhome #besafe #india #homesweethome #theperfectknock #corona #virus #italy #china #coronamemes #coronavirusitalianews #quarantine ,Neutral sentiment
BOSS bhavinderchoudhary#bidhuri #tanwar#corona #coronafight #PMMODI #lockdown #namberdarboy#coronaviruschallenge #stayhome #gurjar #gurjarhistory #gurjarcommunity #gurjarpower #handwashchallenge ,Neutral sentiment
